wavelength,flux
533.380762,3.704033e-20
533.654980,3.701097e-20
533.929199,3.707280e-20
534.203369,3.704995e-20
534.477588,3.718234e-20
534.751807,3.716327e-20
535.026025,3.709063e-20
535.300195,3.703021e-20
535.574414,3.711982e-20
535.848584,3.711473e-20
536.122754,3.702042e-20
536.396973,3.688843e-20
536.671143,3.693287e-20
536.945312,3.692061e-20
537.219482,3.696987e-20
537.493652,3.693920e-20
537.767822,3.685342e-20
538.041992,3.689293e-20
538.316162,3.679618e-20
538.590332,3.669724e-20
538.864502,3.679079e-20
539.138623,3.684375e-20
539.412793,3.662694e-20
539.686914,3.663406e-20
539.961084,3.664795e-20
540.235205,3.662676e-20
540.509375,3.663276e-20
540.783496,3.663383e-20
541.057617,3.655868e-20
541.331738,3.656055e-20
541.605859,3.657508e-20
541.879980,3.662191e-20
542.154102,3.656975e-20
542.428223,3.642321e-20
542.702344,3.649933e-20
542.976465,3.647131e-20
543.250537,3.644316e-20
543.524658,3.642871e-20
543.798731,3.650195e-20
544.072852,3.652197e-20
544.346924,3.650145e-20
544.621045,3.638982e-20
544.895117,3.652648e-20
545.129102,3.630311e-20
545.616211,3.633922e-20
546.103320,3.629471e-20
546.590430,3.619505e-20
547.077539,3.620668e-20
547.564648,3.622318e-20
548.051758,3.607626e-20
548.538916,3.615246e-20
549.026025,3.613224e-20
549.513184,3.611682e-20
550.000342,3.606081e-20
550.487500,3.596703e-20
550.974658,3.591325e-20
551.461816,3.594027e-20
551.948975,3.590116e-20
552.436133,3.590857e-20
552.923340,3.586690e-20
553.410498,3.582797e-20
553.897705,3.586959e-20
554.384912,3.586711e-20
554.872119,3.584186e-20
555.359326,3.578034e-20
555.846533,3.572669e-20
556.333740,3.567785e-20
556.820947,3.575692e-20
557.308203,3.570660e-20
557.795410,3.558951e-20
558.282666,3.553527e-20
558.769922,3.553172e-20
559.257178,3.548417e-20
559.744434,3.539030e-20
560.231690,3.533050e-20
560.718945,3.529970e-20
561.206201,3.533796e-20
561.693506,3.523518e-20
562.180762,3.522044e-20
562.668066,3.505870e-20
563.155371,3.512368e-20
563.642627,3.520568e-20
564.129932,3.520820e-20
564.617236,3.519780e-20
565.104590,3.515420e-20
565.591895,3.508147e-20
566.079199,3.508744e-20
566.566553,3.502582e-20
567.053857,3.494988e-20
567.541211,3.491221e-20
568.028565,3.481505e-20
568.515918,3.485326e-20
569.003272,3.481692e-20
569.490625,3.480844e-20
569.977978,3.482902e-20
570.465332,3.484519e-20
570.952734,3.476449e-20
571.440088,3.478683e-20
571.927490,3.476982e-20
572.414844,3.473074e-20
572.902246,3.468699e-20
573.389648,3.465063e-20
573.877051,3.468429e-20
574.364453,3.468161e-20
574.851855,3.464680e-20
575.339307,3.440636e-20
575.826709,3.426781e-20
576.314160,3.432142e-20
576.801563,3.441501e-20
577.289014,3.444541e-20
577.776465,3.444459e-20
578.263916,3.440569e-20
578.751367,3.435535e-20
579.238818,3.440317e-20
579.726270,3.431536e-20
580.213721,3.416647e-20
580.701221,3.411705e-20
581.188672,3.415407e-20
581.676172,3.408160e-20
582.163623,3.400535e-20
582.651123,3.396834e-20
583.138623,3.399798e-20
583.626123,3.393214e-20
584.113623,3.396381e-20
584.601123,3.395327e-20
585.088672,3.391515e-20
585.576172,3.391221e-20
586.063672,3.372696e-20
586.551221,3.374638e-20
587.038770,3.369100e-20
587.526270,3.371359e-20
588.013818,3.368883e-20
588.501367,3.357721e-20
588.988916,3.330655e-20
589.476465,3.323769e-20
589.964063,3.344479e-20
590.451611,3.357219e-20
590.939160,3.360086e-20
591.426758,3.358866e-20
591.914307,3.348162e-20
592.401904,3.345369e-20
592.889502,3.346071e-20
593.377100,3.346057e-20
593.864697,3.338147e-20
594.352295,3.331377e-20
594.839893,3.325042e-20
595.327490,3.323639e-20
595.815088,3.323638e-20
596.302734,3.317932e-20
596.790332,3.325974e-20
597.277979,3.321416e-20
597.765625,3.309559e-20
598.253223,3.304216e-20
598.740869,3.301832e-20
599.228516,3.301224e-20
599.716162,3.298681e-20
600.203809,3.302005e-20
600.691504,3.294013e-20
601.179150,3.290322e-20
601.666797,3.283466e-20
602.154492,3.280688e-20
602.642139,3.278008e-20
603.129834,3.280525e-20
603.617529,3.271370e-20
604.105225,3.264120e-20
604.592920,3.270733e-20
605.080615,3.265998e-20
605.568311,3.255852e-20
606.056006,3.258526e-20
606.543701,3.262913e-20
607.031397,3.262754e-20
607.519141,3.254826e-20
608.006836,3.229473e-20
608.494580,3.241697e-20
608.982324,3.237370e-20
609.470020,3.233141e-20
609.957764,3.235960e-20
610.445508,3.241634e-20
610.933252,3.234367e-20
611.420996,3.226689e-20
611.908789,3.223971e-20
612.396533,3.229238e-20
612.884277,3.225363e-20
613.372070,3.227738e-20
613.859814,3.221058e-20
614.347607,3.210946e-20
614.835400,3.194484e-20
615.323145,3.187178e-20
615.810938,3.181481e-20
616.298731,3.198940e-20
616.786523,3.210604e-20
617.274316,3.205008e-20
617.762109,3.197855e-20
618.249951,3.193855e-20
618.737744,3.187404e-20
619.225537,3.188083e-20
619.713379,3.190674e-20
620.201172,3.191465e-20
620.689014,3.194175e-20
621.176855,3.189030e-20
621.664697,3.165036e-20
622.152539,3.164711e-20
622.640332,3.163727e-20
623.128223,3.162729e-20
623.616064,3.146798e-20
624.103906,3.134703e-20
624.591748,3.137263e-20
625.079639,3.142688e-20
625.567480,3.154644e-20
626.055322,3.154206e-20
626.543213,3.151398e-20
627.031103,3.153816e-20
627.518945,3.155705e-20
628.006836,3.162587e-20
628.494727,3.172510e-20
628.982617,3.166748e-20
629.470508,3.158182e-20
629.958398,3.148253e-20
630.446289,3.129533e-20
630.934229,3.119374e-20
631.422119,3.117152e-20
631.910010,3.100260e-20
632.397949,3.095178e-20
632.885840,3.086461e-20
633.373779,3.080250e-20
633.861719,3.079369e-20
634.349658,3.078877e-20
634.837549,3.074339e-20
635.325488,3.087683e-20
635.813428,3.094585e-20
636.301367,3.088398e-20
636.789356,3.085968e-20
637.277295,3.078913e-20
637.765234,3.086207e-20
638.253174,3.083594e-20
638.741162,3.078376e-20
639.229102,3.072450e-20
639.717090,3.066905e-20
640.205029,3.056546e-20
640.693018,3.050391e-20
641.181006,3.052160e-20
641.668994,3.061614e-20
642.156982,3.064759e-20
642.644971,3.062944e-20
643.132959,3.052145e-20
643.620947,3.051252e-20
644.108936,3.043425e-20
644.596924,3.040832e-20
645.084961,3.037804e-20
645.572949,3.025163e-20
646.060938,3.025422e-20
646.548975,3.028182e-20
647.036963,3.023259e-20
647.525000,3.026003e-20
648.013037,3.012497e-20
648.501074,3.003008e-20
648.989063,3.003033e-20
649.477100,2.995451e-20
649.965137,2.991077e-20
650.453174,2.985409e-20
650.941211,2.967983e-20
651.429297,2.949221e-20
651.917334,2.924297e-20
652.405371,2.903973e-20
652.893457,2.873768e-20
653.381494,2.830789e-20
653.869531,2.764140e-20
654.357617,2.668004e-20
654.845703,2.533666e-20
655.333740,2.350355e-20
655.821826,2.139805e-20
656.309912,1.977328e-20
656.797998,2.057110e-20
657.286084,2.269990e-20
657.774170,2.462857e-20
658.262256,2.608159e-20
658.750342,2.705972e-20
659.238428,2.774638e-20
659.726514,2.822156e-20
660.214648,2.861956e-20
660.702734,2.885410e-20
661.190820,2.900028e-20
661.678955,2.907817e-20
662.167041,2.920591e-20
662.655176,2.926217e-20
663.143311,2.929063e-20
663.631397,2.940427e-20
664.119531,2.937546e-20
664.607666,2.927132e-20
665.095801,2.929958e-20
665.583936,2.931748e-20
666.072070,2.938270e-20
666.560205,2.934871e-20
667.048340,2.933383e-20
667.536475,2.932772e-20
668.024609,2.934384e-20
668.512744,2.922723e-20
669.000928,2.909377e-20
669.489063,2.919455e-20
669.977246,2.923415e-20
670.465381,2.924528e-20
670.953565,2.928187e-20
671.441699,2.925381e-20
671.929883,2.916685e-20
672.418066,2.918060e-20
672.906250,2.912783e-20
673.394385,2.915044e-20
673.882568,2.911243e-20
674.370752,2.912733e-20
674.858936,2.907532e-20
675.347119,2.907937e-20
675.835303,2.898735e-20
676.323486,2.881411e-20
676.811719,2.891226e-20
677.299902,2.892185e-20
677.788086,2.885783e-20
678.276318,2.886565e-20
678.764502,2.886573e-20
679.252686,2.890265e-20
679.740918,2.884866e-20
680.229150,2.881448e-20
680.717334,2.885122e-20
681.205566,2.869759e-20
681.693799,2.872324e-20
682.181982,2.873335e-20
682.670215,2.872319e-20
683.158447,2.870980e-20
683.646680,2.869161e-20
684.134912,2.867172e-20
684.623145,2.868764e-20
685.111377,2.871918e-20
685.599609,2.864880e-20
686.087842,2.867235e-20
686.576074,2.860940e-20
687.064356,2.855248e-20
687.552588,2.843065e-20
688.040820,2.844104e-20
688.529102,2.844347e-20
689.017334,2.831755e-20
689.505615,2.845602e-20
689.993848,2.849157e-20
690.482129,2.840468e-20
690.970361,2.833179e-20
691.458643,2.832879e-20
691.946924,2.833048e-20
692.435156,2.827932e-20
692.923438,2.824874e-20
693.411719,2.822281e-20
693.900000,2.816300e-20
694.388281,2.818174e-20
694.876563,2.815696e-20
695.364844,2.818525e-20
695.853125,2.813763e-20
696.341406,2.816905e-20
696.829688,2.816645e-20
697.318018,2.813944e-20
697.806299,2.813339e-20
698.294580,2.807356e-20
698.782861,2.799556e-20
699.271191,2.793031e-20
699.759473,2.788766e-20
700.247803,2.781865e-20
700.736084,2.789677e-20
701.224414,2.793074e-20
701.712695,2.788096e-20
702.201025,2.777340e-20
702.689307,2.775274e-20
703.177637,2.772700e-20
703.665967,2.769946e-20
704.154297,2.773792e-20
704.642578,2.781284e-20
705.130908,2.782819e-20
705.619238,2.772557e-20
706.107568,2.766251e-20
706.595898,2.754757e-20
707.084228,2.750394e-20
707.572559,2.751021e-20
708.060889,2.749970e-20
708.549219,2.754769e-20
709.037549,2.754040e-20
709.525928,2.747088e-20
710.014258,2.746331e-20
710.502588,2.736638e-20
710.990918,2.735006e-20
711.479297,2.726438e-20
711.967627,2.726801e-20
712.455957,2.735960e-20
712.944336,2.735135e-20
713.432666,2.737016e-20
713.921045,2.725463e-20
714.409375,2.716935e-20
714.897754,2.712468e-20
715.386133,2.715322e-20
715.874463,2.719714e-20
716.362842,2.716237e-20
716.851221,2.717028e-20
717.339551,2.715409e-20
717.827930,2.720139e-20
718.316309,2.718506e-20
718.804688,2.716862e-20
719.293066,2.711753e-20
719.781397,2.704031e-20
720.269775,2.702856e-20
720.758154,2.699418e-20
721.246533,2.696831e-20
721.734912,2.699268e-20
722.223291,2.692831e-20
722.711719,2.694558e-20
723.200098,2.692792e-20
723.688477,2.692238e-20
724.176855,2.688701e-20
724.665234,2.688300e-20
725.153613,2.685083e-20
725.642041,2.676934e-20
726.130420,2.683001e-20
726.618799,2.682208e-20
727.107227,2.682288e-20
727.595606,2.671236e-20
728.083984,2.655019e-20
728.572412,2.664425e-20
729.060791,2.657715e-20
729.549219,2.652045e-20
730.037598,2.662530e-20
730.526025,2.656304e-20
731.014404,2.659857e-20
731.502832,2.658950e-20
731.991260,2.651957e-20
732.479639,2.650665e-20
732.968066,2.648825e-20
733.456494,2.646255e-20
733.944873,2.643132e-20
734.433301,2.641793e-20
734.921728,2.640624e-20
735.410156,2.641790e-20
735.898584,2.645661e-20
736.386963,2.641939e-20
736.875391,2.638562e-20
737.363818,2.638434e-20
737.852246,2.636483e-20
738.340674,2.626882e-20
738.829102,2.621254e-20
739.317529,2.620527e-20
739.805957,2.620523e-20
740.294385,2.619414e-20
740.782813,2.618295e-20
741.271240,2.613868e-20
741.759668,2.612909e-20
742.248096,2.606427e-20
742.736572,2.601762e-20
743.225000,2.603527e-20
743.713428,2.601046e-20
744.201855,2.590608e-20
744.690283,2.594195e-20
745.178760,2.599637e-20
745.667188,2.598409e-20
746.155615,2.597171e-20
746.644043,2.590717e-20
747.132520,2.592991e-20
747.620947,2.591535e-20
748.109375,2.586148e-20
748.597852,2.585788e-20
749.086279,2.584858e-20
749.574707,2.583544e-20
750.063184,2.585036e-20
750.551611,2.580324e-20
751.040088,2.573523e-20
751.528516,2.572162e-20
752.016992,2.575507e-20
752.505420,2.572809e-20
752.993897,2.560452e-20
753.482324,2.559230e-20
753.970801,2.563687e-20
754.459228,2.565681e-20
754.947705,2.566343e-20
755.436182,2.568713e-20
755.924609,2.556787e-20
756.413086,2.542343e-20
756.901514,2.542570e-20
757.389990,2.548340e-20
757.878467,2.543965e-20
758.366895,2.537269e-20
758.855371,2.547454e-20
759.343848,2.547465e-20
759.832324,2.538033e-20
760.320752,2.539754e-20
760.809229,2.539543e-20
761.297705,2.539906e-20
761.786182,2.535036e-20
762.274609,2.524720e-20
762.763086,2.522717e-20
763.251563,2.524201e-20
763.740039,2.521401e-20
764.228516,2.518393e-20
764.716943,2.520443e-20
765.205420,2.527375e-20
765.693897,2.525127e-20
766.182373,2.523258e-20
766.670850,2.515497e-20
767.159326,2.514777e-20
767.647803,2.512477e-20
768.136279,2.503080e-20
768.624707,2.498776e-20
769.113184,2.497020e-20
769.601660,2.499205e-20
770.090137,2.500598e-20
770.578613,2.503573e-20
771.067090,2.498815e-20
771.555566,2.493444e-20
772.044043,2.495807e-20
772.532520,2.498767e-20
773.020996,2.489769e-20
773.509473,2.484734e-20
773.997949,2.488473e-20
774.486426,2.490014e-20
774.974902,2.488548e-20
775.463379,2.490282e-20
775.951855,2.478960e-20
776.440332,2.460968e-20
776.928809,2.432857e-20
777.417285,2.386525e-20
777.905762,2.399214e-20
778.394238,2.425672e-20
778.882715,2.442073e-20
779.371191,2.456281e-20
779.859668,2.464433e-20
780.348145,2.462443e-20
780.836621,2.464103e-20
781.325098,2.468205e-20
781.813574,2.464361e-20
782.302051,2.456417e-20
782.790527,2.450492e-20
783.279004,2.443524e-20
783.767481,2.439606e-20
784.255957,2.430748e-20
784.744434,2.434394e-20
785.232959,2.440716e-20
785.721436,2.452403e-20
786.209912,2.453597e-20
786.698389,2.446532e-20
787.186865,2.436755e-20
787.675342,2.427984e-20
788.163818,2.421258e-20
788.652295,2.431521e-20
789.140772,2.433288e-20
789.629248,2.428398e-20
790.117725,2.419950e-20
790.606201,2.427113e-20
791.094678,2.429696e-20
791.583154,2.422874e-20
792.071631,2.421679e-20
792.560107,2.425505e-20
793.048584,2.420944e-20
793.537061,2.418046e-20
794.025537,2.417659e-20
794.514014,2.416212e-20
795.002490,2.409908e-20
795.490967,2.410760e-20
795.979443,2.406536e-20
796.467920,2.397852e-20
796.956397,2.397616e-20
797.444873,2.405860e-20
797.933350,2.410932e-20
798.421826,2.407505e-20
798.910303,2.407897e-20
799.398779,2.400398e-20
799.887256,2.394155e-20
800.375732,2.391952e-20
800.864209,2.397012e-20
801.352686,2.392440e-20
801.841162,2.388494e-20
802.329639,2.386037e-20
802.818115,2.375829e-20
803.306592,2.370757e-20
803.795068,2.365020e-20
804.283496,2.367464e-20
804.771973,2.372069e-20
805.260449,2.380789e-20
805.748926,2.375666e-20
806.237402,2.374861e-20
806.725879,2.373832e-20
807.214356,2.366927e-20
807.702783,2.353472e-20
808.191260,2.351526e-20
808.679736,2.356333e-20
809.168213,2.356778e-20
809.656690,2.362029e-20
810.145117,2.371010e-20
810.633594,2.366637e-20
811.122070,2.364003e-20
811.610547,2.356744e-20
812.098975,2.354962e-20
812.587451,2.356254e-20
813.075928,2.350267e-20
813.564356,2.342273e-20
814.052832,2.334035e-20
814.541309,2.327099e-20
815.029736,2.330777e-20
815.518213,2.340227e-20
816.006689,2.343253e-20
816.495117,2.341167e-20
816.983594,2.341075e-20
817.472022,2.336965e-20
817.960498,2.325921e-20
818.448926,2.317975e-20
818.937402,2.311347e-20
819.425879,2.318808e-20
819.914258,2.324488e-20
820.402734,2.322544e-20
820.891211,2.315645e-20
821.379688,2.305350e-20
821.868066,2.301783e-20
822.356543,2.302039e-20
822.845020,2.297547e-20
823.333398,2.292587e-20
823.821875,2.289196e-20
824.310352,2.304151e-20
824.798731,2.306882e-20
825.287207,2.307343e-20
825.775684,2.303707e-20
826.264063,2.303244e-20
826.752539,2.300040e-20
827.241016,2.297052e-20
827.729395,2.299308e-20
828.217871,2.296760e-20
828.706250,2.289711e-20
829.194727,2.285256e-20
829.683106,2.289441e-20
830.171582,2.293701e-20
830.660059,2.291038e-20
831.148438,2.285184e-20
831.636914,2.287640e-20
832.125293,2.285085e-20
832.613769,2.278172e-20
833.102148,2.274085e-20
833.590625,2.265673e-20
834.079004,2.265382e-20
834.567383,2.262134e-20
835.055859,2.268528e-20
835.544238,2.276888e-20
836.032715,2.278641e-20
836.521094,2.276566e-20
837.009473,2.279716e-20
837.497949,2.282073e-20
837.986328,2.283213e-20
838.474805,2.282264e-20
838.963184,2.277011e-20
839.451563,2.276255e-20
839.940039,2.275681e-20
840.428418,2.267302e-20
840.916797,2.256375e-20
841.405176,2.252077e-20
841.893652,2.254243e-20
842.382031,2.253451e-20
842.870410,2.253245e-20
843.358789,2.239629e-20
843.847266,2.226405e-20
844.335644,2.209650e-20
844.824023,2.198327e-20
845.312402,2.223465e-20
845.800781,2.249086e-20
846.289160,2.246309e-20
846.777539,2.240794e-20
847.266016,2.239812e-20
847.754394,2.246518e-20
848.242773,2.251675e-20
848.731152,2.244418e-20
849.219531,2.230331e-20
849.707910,2.199132e-20
850.196289,2.174367e-20
850.684668,2.189321e-20
851.173047,2.218999e-20
851.661426,2.248014e-20
852.149805,2.269608e-20
852.638184,2.269736e-20
853.126563,2.258159e-20
853.614941,2.227836e-20
854.103223,2.170525e-20
854.591602,2.136588e-20
855.079981,2.165713e-20
855.568359,2.210624e-20
856.056738,2.253311e-20
856.545117,2.283708e-20
857.033398,2.296799e-20
857.521777,2.293481e-20
858.010156,2.267560e-20
858.498535,2.230364e-20
858.986816,2.181635e-20
859.475195,2.127739e-20
859.963574,2.094315e-20
860.451856,2.123193e-20
860.940234,2.188107e-20
861.428613,2.247298e-20
861.916895,2.287092e-20
862.405273,2.312880e-20
862.893555,2.318704e-20
863.381934,2.316182e-20
863.870313,2.302299e-20
864.358594,2.274648e-20
864.846973,2.232835e-20
865.335254,2.171065e-20
865.823633,2.095799e-20
866.311914,2.019832e-20
866.800195,2.006621e-20
867.288574,2.063455e-20
867.776856,2.138221e-20
868.265234,2.201006e-20
868.753516,2.269265e-20
869.241797,2.322627e-20
869.730078,2.349585e-20
870.218457,2.366194e-20
870.706738,2.369963e-20
871.195019,2.365710e-20
871.683398,2.358884e-20
872.171680,2.349957e-20
872.659961,2.319236e-20
873.148242,2.261257e-20
873.636523,2.188148e-20
874.124805,2.104676e-20
874.613086,2.021524e-20
875.101367,1.960023e-20
875.589746,1.991595e-20
876.078027,2.072336e-20
876.566309,2.153844e-20
877.054590,2.221930e-20
877.542871,2.281636e-20
878.031055,2.328097e-20
878.519336,2.365777e-20
879.007617,2.393124e-20
879.495898,2.416580e-20
879.984180,2.433599e-20
880.472461,2.435809e-20
880.960742,2.433024e-20
881.448926,2.423411e-20
881.937207,2.404718e-20
882.425488,2.380654e-20
882.913769,2.355779e-20
883.401953,2.324778e-20
883.890234,2.283177e-20
884.378516,2.223139e-20
884.866699,2.131518e-20
885.354981,2.032423e-20
885.843262,1.948129e-20
886.331445,1.881517e-20
886.819727,1.914834e-20
887.307910,2.014480e-20
887.796191,2.102696e-20
888.284375,2.181178e-20
888.772559,2.241517e-20
889.260840,2.293044e-20
889.749023,2.333455e-20
890.237305,2.366921e-20
890.725488,2.392886e-20
891.213672,2.410637e-20
891.701953,2.437734e-20
892.190137,2.450121e-20
892.678320,2.445653e-20
893.166504,2.433374e-20
893.654688,2.427137e-20
894.142969,2.424563e-20
894.631152,2.432231e-20
895.119336,2.446164e-20
895.607519,2.446425e-20
896.095703,2.435754e-20
896.583887,2.416207e-20
897.072070,2.386654e-20
897.560254,2.360176e-20
898.048438,2.352011e-20
898.536621,2.327341e-20
899.024805,2.275250e-20
899.512988,2.193649e-20
900.001074,2.097223e-20
900.489258,2.006940e-20
900.977441,1.914102e-20
901.465625,1.842663e-20
901.953711,1.863139e-20
902.441894,1.950347e-20
902.930078,2.035974e-20
903.418164,2.115139e-20
903.906348,2.185014e-20
904.394531,2.236430e-20
904.882617,2.267250e-20
905.370801,2.299965e-20
905.858887,2.319991e-20
906.347070,2.328630e-20
906.835156,2.368663e-20
907.323340,2.400569e-20
907.811426,2.403950e-20
908.299512,2.399683e-20
908.787695,2.375514e-20
909.275781,2.355948e-20
909.763867,2.364386e-20
910.251953,2.394755e-20
910.740137,2.401447e-20
911.228223,2.393746e-20
911.716309,2.395008e-20
912.204395,2.400126e-20
912.692481,2.406752e-20
913.180566,2.412331e-20
913.668652,2.432426e-20
914.156738,2.441185e-20
914.644824,2.450685e-20
915.132910,2.450955e-20
915.620996,2.445097e-20
916.109082,2.431048e-20
916.597168,2.404409e-20
917.085156,2.368873e-20
917.573242,2.341513e-20
918.061328,2.326855e-20
918.549414,2.314273e-20
919.037402,2.293715e-20
919.525488,2.264535e-20
920.013574,2.222557e-20
920.501563,2.159994e-20
920.989648,2.086062e-20
921.477637,2.006672e-20
921.965723,1.933747e-20
922.453711,1.873208e-20
922.941797,1.818335e-20
923.429785,1.830242e-20
923.917773,1.900401e-20
924.405859,1.964662e-20
924.893848,2.033649e-20
925.381836,2.099808e-20
925.869824,2.151691e-20
926.357910,2.166669e-20
926.845898,2.192593e-20
927.333887,2.235520e-20
927.821875,2.269890e-20
928.309863,2.295965e-20
928.797852,2.327327e-20
929.285840,2.361777e-20
929.773828,2.374552e-20
930.261816,2.379788e-20
930.749805,2.371333e-20
931.237793,2.358200e-20
931.725781,2.345499e-20
932.213672,2.342332e-20
932.701660,2.342464e-20
933.189648,2.344305e-20
933.677539,2.343530e-20
934.165527,2.334133e-20
934.653516,2.322294e-20
935.141406,2.314947e-20
935.629394,2.321510e-20
936.117285,2.330742e-20
936.605273,2.335455e-20
937.093164,2.337567e-20
937.581152,2.334607e-20
938.069043,2.336333e-20
938.556934,2.340380e-20
939.044824,2.343755e-20
939.532813,2.353346e-20
940.020703,2.362393e-20
940.508594,2.349592e-20
940.996484,2.337174e-20
941.484375,2.331497e-20
941.972266,2.317872e-20
942.460156,2.306585e-20
942.948047,2.313334e-20
943.435938,2.319024e-20
943.923828,2.310308e-20
944.411719,2.306776e-20
944.899609,2.302340e-20
945.387500,2.295655e-20
945.875293,2.293101e-20
946.363184,2.301830e-20
946.851074,2.317811e-20
947.338867,2.322684e-20
947.826758,2.312581e-20
948.314648,2.289855e-20
948.802441,2.267798e-20
949.290332,2.251043e-20
949.778125,2.234250e-20
950.265918,2.210340e-20
950.753809,2.189484e-20
951.241602,2.161307e-20
951.729395,2.116662e-20
952.217285,2.058555e-20
952.705078,1.996843e-20
953.192871,1.926364e-20
953.680664,1.850216e-20
954.168457,1.766500e-20
954.656250,1.709057e-20
955.144043,1.736001e-20
955.631836,1.820418e-20
956.119629,1.913970e-20
956.607422,1.994493e-20
957.095215,2.046211e-20
957.583008,2.084787e-20
958.070703,2.117590e-20
958.558496,2.146994e-20
959.046289,2.166422e-20
959.534082,2.181218e-20
960.021777,2.190876e-20
960.509570,2.199504e-20
960.997266,2.216401e-20
961.485059,2.222044e-20
961.972754,2.230071e-20
962.460449,2.233507e-20
962.948242,2.251855e-20
963.435938,2.257047e-20
963.923633,2.243650e-20
964.411426,2.237917e-20
964.899121,2.234032e-20
965.386816,2.234053e-20
965.874512,2.214590e-20
966.362207,2.210472e-20
966.849902,2.226081e-20
967.337598,2.227266e-20
967.825293,2.233855e-20
968.312988,2.248899e-20
968.800684,2.267257e-20
969.288281,2.293890e-20
969.775977,2.294630e-20
970.263672,2.287361e-20
970.751270,2.269449e-20
971.238965,2.250931e-20
971.726660,2.241790e-20
972.214258,2.235560e-20
972.701953,2.236414e-20
973.189551,2.246302e-20
973.677148,2.240079e-20
974.164844,2.234599e-20
974.652441,2.228028e-20
975.140039,2.224834e-20
975.627734,2.221218e-20
976.115332,2.212728e-20
976.602930,2.215639e-20
977.090527,2.218808e-20
977.578125,2.222871e-20
978.065723,2.228791e-20
978.553320,2.233920e-20
979.040918,2.229689e-20
979.528418,2.244808e-20
980.016016,2.254604e-20
980.503613,2.254186e-20
980.991211,2.243043e-20
981.478711,2.227214e-20
981.966309,2.213217e-20
982.453906,2.203278e-20
982.941406,2.205368e-20
983.429004,2.195524e-20
983.916504,2.185430e-20
984.404004,2.186174e-20
984.891602,2.190767e-20
985.379102,2.191803e-20
985.866602,2.199483e-20
986.354102,2.197181e-20
986.841602,2.197534e-20
987.329199,2.211997e-20
987.816699,2.217209e-20
988.304199,2.223047e-20
988.791699,2.224752e-20
989.279102,2.209448e-20
989.766602,2.196562e-20
990.254102,2.183843e-20
990.741602,2.178725e-20
991.229004,2.178543e-20
991.716504,2.173862e-20
992.204004,2.168874e-20
992.691406,2.160355e-20
993.178906,2.155897e-20
993.666309,2.150933e-20
994.153809,2.145395e-20
994.641211,2.134333e-20
995.128613,2.130479e-20
995.616113,2.123143e-20
996.103516,2.124958e-20
996.590918,2.115873e-20
997.078320,2.108492e-20
997.565723,2.109392e-20
998.053125,2.102849e-20
998.540527,2.101078e-20
999.027930,2.089047e-20
999.515332,2.082922e-20
1000.002734,2.085688e-20
1000.490039,2.083380e-20
1000.977441,2.078626e-20
1001.464844,2.057969e-20
1001.952148,2.015167e-20
1002.439551,1.976167e-20
1002.926856,1.943598e-20
1003.414258,1.893062e-20
1003.901563,1.847568e-20
1004.388867,1.797507e-20
1004.876270,1.740207e-20
1005.363574,1.727937e-20
1005.850879,1.756307e-20
1006.338184,1.805674e-20
1006.825488,1.850839e-20
1007.312793,1.896699e-20
1007.800098,1.926823e-20
1008.287402,1.952968e-20
1008.774707,1.977463e-20
1009.262012,1.990145e-20
1009.749316,2.000195e-20
1010.236523,2.014517e-20
1010.723828,2.028456e-20
1011.211035,2.041736e-20
1011.698340,2.047289e-20
1012.185644,2.057532e-20
1012.672852,2.072786e-20
1013.160059,2.094366e-20
1013.647363,2.099809e-20
1014.134570,2.090507e-20
1014.621777,2.092447e-20
1015.108984,2.095110e-20
1015.596191,2.097328e-20
1016.083398,2.100959e-20
1016.570606,2.106008e-20
1017.057813,2.101403e-20
1017.545019,2.107250e-20
1018.032227,2.113935e-20
1018.519434,2.114921e-20
1019.006641,2.109498e-20
1019.493750,2.106870e-20
1019.980957,2.114991e-20
1020.537873,2.092851e-20
1021.560963,2.090419e-20
1022.585079,2.087969e-20
1023.610222,2.085223e-20
1024.636393,2.082458e-20
1025.663592,2.079673e-20
1026.691821,2.077148e-20
1027.721080,2.074325e-20
1028.751372,2.071202e-20
1029.782696,2.068339e-20
1030.815055,2.065456e-20
1031.848448,2.061990e-20
1032.882877,2.057654e-20
1033.918344,2.054990e-20
1034.954848,2.053158e-20
1035.992391,2.049889e-20
1037.030975,2.046030e-20
1038.070600,2.043859e-20
1039.111267,2.041385e-20
1040.152977,2.038320e-20
1041.195732,2.035521e-20
1042.239532,2.032704e-20
1043.284378,2.029578e-20
1044.330272,2.024699e-20
1045.377214,2.016611e-20
1046.425206,2.013410e-20
1047.474248,2.014834e-20
1048.524343,2.013638e-20
1049.575489,2.009803e-20
1050.627690,2.005069e-20
1051.680946,2.002065e-20
1052.735257,1.999920e-20
1053.790625,1.996583e-20
1054.847052,1.993519e-20
1055.904537,1.991910e-20
1056.963083,1.989400e-20
1058.022689,1.985093e-20
1059.083358,1.981058e-20
1060.145091,1.979082e-20
1061.207887,1.977388e-20
1062.271749,1.974783e-20
1063.336678,1.971262e-20
1064.402674,1.968618e-20
1065.469739,1.965054e-20
1066.537874,1.959360e-20
1067.607079,1.942472e-20
1068.677357,1.919764e-20
1069.748707,1.924221e-20
1070.821131,1.935366e-20
1071.894631,1.938032e-20
1072.969206,1.933691e-20
1074.044859,1.933906e-20
